,Date,Team,Name,Injury
2762,01/19/2023,BKN,Patty Mills,DNP - Coach's Decision
2763,01/19/2023,BKN,Edmond Sumner,DNP - Coach's Decision
2764,01/19/2023,PHX,Jock Landale,DNP - Coach's Decision
2765,01/19/2023,GSW,Patrick Baldwin Jr.,DNP - Coach's Decision
2766,01/19/2023,GSW,Moses Moody,DNP - Coach's Decision
2767,01/19/2023,GSW,James Wiseman,DNP - Injury/Illness - Left Ankle; Sprain
2768,01/19/2023,BOS,JD Davison,DNP - Coach's Decision
2769,01/19/2023,BOS,Blake Griffin,DNP - Coach's Decision
2770,01/19/2023,BOS,Sam Hauser,DNP - Coach's Decision
2771,01/19/2023,BOS,Justin Jackson,DNP - Coach's Decision
2772,01/19/2023,BOS,Mfiondu Kabengele,DNP - Coach's Decision
2773,01/19/2023,BOS,Payton Pritchard,DNP - Coach's Decision
2774,01/19/2023,PHI,Danuel House Jr.,DNP - Coach's Decision
2775,01/19/2023,PHI,Furkan Korkmaz,DNP - Coach's Decision
2776,01/19/2023,PHI,Paul Reed,DNP - Coach's Decision
2777,01/19/2023,PHI,Jaden Springer,DNP - Coach's Decision
2778,01/19/2023,POR,Greg Brown III,DNP - Coach's Decision
2779,01/19/2023,POR,Keon Johnson,DNP - Coach's Decision
2780,01/19/2023,POR,Trendon Watford,DNP - Coach's Decision
2781,01/19/2023,CHI,Andre Drummond,DNP - Coach's Decision
2782,01/19/2023,DET,Kevin Knox II,DNP - Coach's Decision
2783,01/19/2023,DET,Rodney McGruder,DNP - Coach's Decision
2784,01/19/2023,DET,Nerlens Noel,DNP - Coach's Decision
2785,01/20/2023,MIA,Dewayne Dedmon,DNP - Coach's Decision
2786,01/20/2023,MIA,Udonis Haslem,DNP - Coach's Decision
2787,01/20/2023,DAL,JaVale McGee,DNP - Coach's Decision
2788,01/20/2023,NYK,Evan Fournier,DNP - Coach's Decision
2789,01/20/2023,NYK,Cam Reddish,DNP - Coach's Decision
2790,01/20/2023,NYK,Derrick Rose,DNP - Coach's Decision
2791,01/20/2023,ATL,Derrick Favors,DNP - Coach's Decision
2792,01/20/2023,ATL,Justin Holiday,DNP - Coach's Decision
2793,01/20/2023,BKN,David Duke Jr.,DNP - Coach's Decision
2794,01/20/2023,BKN,Kessler Edwards,DNP - Coach's Decision
2795,01/20/2023,BKN,Patty Mills,DNP - Coach's Decision
2796,01/20/2023,BKN,Markieff Morris,DNP - Coach's Decision
2797,01/20/2023,BKN,Day'Ron Sharpe,DNP - Coach's Decision
2798,01/20/2023,UTA,Nickeil Alexander-Walker,DNP - Coach's Decision
2799,01/20/2023,UTA,Udoka Azubuike,DNP - Coach's Decision
2800,01/20/2023,UTA,Leandro Bolmaro,DNP - Coach's Decision
2801,01/20/2023,UTA,Simone Fontecchio,DNP - Coach's Decision
2802,01/20/2023,LAC,Amir Coffey,DNP - Coach's Decision
2803,01/20/2023,SAS,Keita Bates-Diop,DNP - Coach's Decision
2804,01/20/2023,SAS,Gorgui Dieng,DNP - Coach's Decision
2805,01/20/2023,SAS,Isaiah Roby,DNP - Coach's Decision
2806,01/20/2023,OKC,Darius Bazley,DNP - Coach's Decision
2807,01/20/2023,OKC,Aaron Wiggins,DNP - Coach's Decision
2808,01/20/2023,SAC,Terence Davis,DNP - Coach's Decision
2809,01/20/2023,SAC,Matthew Dellavedova,DNP - Coach's Decision
2810,01/20/2023,SAC,PJ Dozier,DNP - Coach's Decision
2811,01/20/2023,SAC,Richaun Holmes,DNP - Coach's Decision
2812,01/20/2023,SAC,Alex Len,DNP - Coach's Decision
2813,01/20/2023,NOP,Willy Hernangomez,DNP - Coach's Decision
2814,01/20/2023,NOP,Kira Lewis Jr.,DNP - Coach's Decision
2815,01/20/2023,NOP,Garrett Temple,DNP - Coach's Decision
2816,01/20/2023,MEM,Kennedy Chandler,DNP - Coach's Decision
2817,01/20/2023,MEM,Jake LaRavia,DNP - Coach's Decision
2818,01/20/2023,MEM,David Roddy,DNP - Coach's Decision
2819,01/20/2023,MEM,Xavier Tillman,DNP - Coach's Decision
2820,01/20/2023,LAL,Damian Jones,DNP - Coach's Decision
2821,01/20/2023,LAL,Lonnie Walker IV,DNP - Injury/Illness - Left Knee; Tendinitis
2822,01/20/2023,GSW,Ryan Rollins,DNP - Coach's Decision
2823,01/20/2023,GSW,James Wiseman,DNP - Injury/Illness - Left Ankle; Sprain
2824,01/20/2023,CLE,Mamadi Diakite,DNP - Coach's Decision
2825,01/20/2023,CLE,Robin Lopez,DNP - Coach's Decision
2826,01/20/2023,CLE,Isaiah Mobley,DNP - Coach's Decision
2827,01/21/2023,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
2828,01/21/2023,MIL,MarJon Beauchamp,DNP - Coach's Decision
2829,01/21/2023,MIL,Sandro Mamukelashvili,DNP - Coach's Decision
2830,01/21/2023,MIL,Wesley Matthews,DNP - Coach's Decision
2831,01/21/2023,CLE,Robin Lopez,DNP - Coach's Decision
2832,01/21/2023,CLE,Raul Neto,DNP - Coach's Decision
2833,01/21/2023,IND,Goga Bitadze,DNP - Coach's Decision
2834,01/21/2023,IND,Isaiah Jackson,DNP - Coach's Decision
2835,01/21/2023,IND,James Johnson,DNP - Coach's Decision
2836,01/21/2023,IND,Trevelin Queen,DNP - Coach's Decision
2837,01/21/2023,IND,Terry Taylor,DNP - Coach's Decision
2838,01/21/2023,BOS,Sam Hauser,DNP - Coach's Decision
2839,01/21/2023,BOS,Justin Jackson,DNP - Coach's Decision
2840,01/21/2023,TOR,Khem Birch,DNP - Coach's Decision
2841,01/21/2023,TOR,Joe Wieskamp,DNP - Coach's Decision
2842,01/21/2023,WAS,Will Barton,DNP - Coach's Decision
2843,01/21/2023,CHA,Nick Richards,DNP - Coach's Decision
2844,01/21/2023,ATL,Trent Forrest,DNP - Coach's Decision
2845,01/21/2023,ATL,Justin Holiday,DNP - Coach's Decision
2846,01/21/2023,ATL,Frank Kaminsky,DNP - Coach's Decision
2847,01/21/2023,ATL,Vit Krejci,DNP - Coach's Decision
2848,01/21/2023,ATL,Tyrese Martin,DNP - Coach's Decision
2849,01/21/2023,PHI,Furkan Korkmaz,DNP - Coach's Decision
2850,01/21/2023,PHI,Jaden Springer,DNP - Coach's Decision
2851,01/21/2023,SAC,Terence Davis,DNP - Coach's Decision
2852,01/21/2023,SAC,Matthew Dellavedova,DNP - Coach's Decision
2853,01/21/2023,SAC,PJ Dozier,DNP - Coach's Decision
2854,01/21/2023,HOU,Bruno Fernando,DNP - Coach's Decision
2855,01/21/2023,HOU,Boban Marjanovic,DNP - Coach's Decision
2856,01/21/2023,HOU,Daishen Nix,DNP - Coach's Decision
2857,01/21/2023,MIN,Matt Ryan,DNP - Coach's Decision
2858,01/22/2023,LAL,Damian Jones,DNP - Coach's Decision
2859,01/22/2023,LAL,Lonnie Walker IV,DNP - Injury/Illness - Left Knee; Tendinitis
2860,01/22/2023,POR,Greg Brown III,DNP - Coach's Decision
2861,01/22/2023,POR,Keon Johnson,DNP - Coach's Decision
2862,01/22/2023,POR,Jabari Walker,DNP - Coach's Decision
2863,01/22/2023,POR,Trendon Watford,DNP - Coach's Decision
2864,01/22/2023,NYK,Ryan Arcidiacono,DNP - Coach's Decision
2865,01/22/2023,NYK,Svi Mykhailiuk,DNP - Coach's Decision
2866,01/22/2023,NYK,Cam Reddish,DNP - Coach's Decision
2867,01/22/2023,NYK,Derrick Rose,DNP - Coach's Decision
2868,01/22/2023,TOR,Khem Birch,DNP - Coach's Decision
2869,01/22/2023,TOR,Malachi Flynn,DNP - Coach's Decision
2870,01/22/2023,TOR,Ron Harper Jr.,DNP - Coach's Decision
2871,01/22/2023,TOR,Christian Koloko,DNP - Coach's Decision
2872,01/22/2023,LAC,Amir Coffey,DNP - Coach's Decision
2873,01/22/2023,LAC,Moussa Diabate,DNP - Coach's Decision
2874,01/22/2023,DAL,Jaden Hardy,DNP - Coach's Decision
2875,01/22/2023,DAL,A.J. Lawson,DNP - Coach's Decision
2876,01/22/2023,DAL,JaVale McGee,DNP - Coach's Decision
2877,01/22/2023,DAL,Theo Pinson,DNP - Coach's Decision
2878,01/22/2023,DAL,McKinley Wright IV,DNP - Coach's Decision
2879,01/22/2023,OKC,Ousmane Dieng,DNP - Coach's Decision
2880,01/22/2023,OKC,Lindy Waters III,DNP - Coach's Decision
2881,01/22/2023,DEN,DeAndre Jordan,DNP - Coach's Decision
2882,01/22/2023,DEN,Davon Reed,DNP - Coach's Decision
2883,01/22/2023,DEN,Ish Smith,DNP - Coach's Decision
2884,01/22/2023,NOP,Willy Hernangomez,DNP - Coach's Decision
2885,01/22/2023,NOP,Kira Lewis Jr.,DNP - Coach's Decision
2886,01/22/2023,NOP,E.J. Liddell,DNP - Injury/Illness - Right Knee; ACL Injury Recovery
2887,01/22/2023,NOP,Garrett Temple,DNP - Coach's Decision
2888,01/22/2023,MIA,Dewayne Dedmon,DNP - Coach's Decision
2889,01/22/2023,MIA,Udonis Haslem,DNP - Coach's Decision
2890,01/22/2023,MIA,Haywood Highsmith,DNP - Coach's Decision
2891,01/22/2023,BKN,David Duke Jr.,DNP - Coach's Decision
2892,01/22/2023,BKN,Kessler Edwards,DNP - Coach's Decision
2893,01/22/2023,BKN,Patty Mills,DNP - Coach's Decision
2894,01/22/2023,BKN,Markieff Morris,DNP - Coach's Decision
2895,01/22/2023,BKN,Day'Ron Sharpe,DNP - Coach's Decision
2896,01/22/2023,BKN,Cam Thomas,DNP - Coach's Decision
2897,01/22/2023,GSW,Patrick Baldwin Jr.,DNP - Coach's Decision
2898,01/22/2023,GSW,JaMychal Green,DNP - Coach's Decision
2899,01/22/2023,GSW,Moses Moody,DNP - Coach's Decision
2900,01/22/2023,GSW,Ryan Rollins,DNP - Coach's Decision
2901,01/22/2023,MEM,Kennedy Chandler,DNP - Coach's Decision
2902,01/22/2023,MEM,Jake LaRavia,DNP - Coach's Decision
2903,01/22/2023,MEM,David Roddy,DNP - Coach's Decision
2904,01/22/2023,MEM,Xavier Tillman,DNP - Coach's Decision
2905,01/22/2023,PHX,Duane Washington Jr.,DNP - Coach's Decision
2906,01/23/2023,ATL,Justin Holiday,DNP - Coach's Decision
2907,01/23/2023,ATL,Vit Krejci,DNP - Coach's Decision
2908,01/23/2023,ATL,Tyrese Martin,DNP - Coach's Decision
2909,01/23/2023,CHI,Tony Bradley,DNP - Coach's Decision
2910,01/23/2023,CHI,Malcolm Hill,DNP - Coach's Decision
2911,01/23/2023,CHI,Carlik Jones,DNP - Coach's Decision
2912,01/23/2023,CHI,Marko Simonovic,DNP - Coach's Decision
2913,01/23/2023,CHI,Dalen Terry,DNP - Coach's Decision
2914,01/23/2023,MIL,George Hill,DNP - Coach's Decision
2915,01/23/2023,DET,Killian Hayes,DNP - Injury/Illness - Left Shoulder; Contusion
2916,01/23/2023,ORL,Mo Bamba,DNP - Coach's Decision
2917,01/23/2023,ORL,R.J. Hampton,DNP - Coach's Decision
2918,01/23/2023,ORL,Terrence Ross,DNP - Coach's Decision
2919,01/23/2023,CHA,James Bouknight,DNP - Coach's Decision
2920,01/23/2023,SAC,Keon Ellis,DNP - Coach's Decision
2921,01/23/2023,MIN,Bryn Forbes,DNP - Coach's Decision
2922,01/23/2023,MIN,Luka Garza,DNP - Coach's Decision
2923,01/23/2023,MIN,Wendell Moore Jr.,DNP - Coach's Decision
2924,01/23/2023,HOU,Boban Marjanovic,DNP - Coach's Decision
2925,01/23/2023,HOU,Daishen Nix,DNP - Coach's Decision
2926,01/24/2023,BOS,JD Davison,DNP - Coach's Decision
2927,01/24/2023,BOS,Mfiondu Kabengele,DNP - Coach's Decision
2928,01/24/2023,MIA,Jamal Cain,DNP - Coach's Decision
2929,01/24/2023,MIA,Dewayne Dedmon,DNP - Coach's Decision
2930,01/24/2023,MIA,Udonis Haslem,DNP - Coach's Decision
2931,01/24/2023,WAS,Vernon Carey Jr.,DNP - Coach's Decision
2932,01/24/2023,WAS,Kendrick Nunn,DNP - Coach's Decision
2933,01/24/2023,DAL,Jaden Hardy,DNP - Coach's Decision
2934,01/24/2023,DAL,A.J. Lawson,DNP - Coach's Decision
2935,01/24/2023,DAL,JaVale McGee,DNP - Coach's Decision
2936,01/24/2023,DAL,Frank Ntilikina,DNP - Coach's Decision
2937,01/24/2023,DAL,Theo Pinson,DNP - Coach's Decision
2938,01/24/2023,DAL,McKinley Wright IV,DNP - Coach's Decision
2939,01/24/2023,CHI,Tony Bradley,DNP - Coach's Decision
2940,01/24/2023,CHI,Carlik Jones,DNP - Coach's Decision
2941,01/24/2023,CHI,Dalen Terry,DNP - Coach's Decision
2942,01/24/2023,IND,Goga Bitadze,DNP - Coach's Decision
2943,01/24/2023,IND,Oshae Brissett,DNP - Coach's Decision
2944,01/24/2023,IND,James Johnson,DNP - Coach's Decision
2945,01/24/2023,DEN,DeAndre Jordan,DNP - Coach's Decision
2946,01/24/2023,DEN,Davon Reed,DNP - Coach's Decision
2947,01/24/2023,DEN,Ish Smith,DNP - Coach's Decision
2948,01/24/2023,DEN,Peyton Watson,DNP - Coach's Decision
2949,01/24/2023,CLE,Robin Lopez,DNP - Coach's Decision
2950,01/24/2023,CLE,Raul Neto,DNP - Coach's Decision
2951,01/24/2023,NYK,Ryan Arcidiacono,DNP - Coach's Decision
2952,01/24/2023,NYK,Svi Mykhailiuk,DNP - Coach's Decision
2953,01/24/2023,NYK,Cam Reddish,DNP - Coach's Decision
2954,01/24/2023,NYK,Derrick Rose,DNP - Coach's Decision
2955,01/25/2023,POR,Greg Brown III,DNP - Coach's Decision
2956,01/25/2023,POR,John Butler Jr.,DNP - Coach's Decision
2957,01/25/2023,POR,Keon Johnson,DNP - Coach's Decision
2958,01/25/2023,POR,Jabari Walker,DNP - Coach's Decision
2959,01/25/2023,TOR,Khem Birch,DNP - Coach's Decision
2960,01/25/2023,TOR,Malachi Flynn,DNP - Coach's Decision
2961,01/25/2023,TOR,Joe Wieskamp,DNP - Coach's Decision
2962,01/25/2023,TOR,Thaddeus Young,DNP - Coach's Decision
2963,01/25/2023,SAC,Terence Davis,DNP - Coach's Decision
2964,01/25/2023,SAC,Matthew Dellavedova,DNP - Coach's Decision
2965,01/25/2023,SAC,PJ Dozier,DNP - Coach's Decision
2966,01/25/2023,SAC,Alex Len,DNP - Coach's Decision
2967,01/25/2023,SAC,KZ Okpala,DNP - Coach's Decision
2968,01/25/2023,WAS,Anthony Gill,DNP - Coach's Decision
2969,01/25/2023,HOU,Usman Garuba,DNP - Coach's Decision
2970,01/25/2023,HOU,Boban Marjanovic,DNP - Coach's Decision
2971,01/25/2023,HOU,Daishen Nix,DNP - Coach's Decision
2972,01/25/2023,HOU,TyTy Washington Jr.,DNP - Coach's Decision
2973,01/25/2023,IND,Goga Bitadze,DNP - Coach's Decision
2974,01/25/2023,IND,James Johnson,DNP - Coach's Decision
2975,01/25/2023,IND,Jalen Smith,DNP - Coach's Decision
2976,01/25/2023,ORL,R.J. Hampton,DNP - Coach's Decision
2977,01/25/2023,ORL,Caleb Houstan,DNP - Coach's Decision
2978,01/25/2023,ORL,Terrence Ross,DNP - Coach's Decision
2979,01/25/2023,BKN,David Duke Jr.,DNP - Coach's Decision
2980,01/25/2023,BKN,Kessler Edwards,DNP - Coach's Decision
2981,01/25/2023,BKN,Patty Mills,DNP - Coach's Decision
2982,01/25/2023,BKN,Cam Thomas,DNP - Coach's Decision
2983,01/25/2023,PHI,Danuel House Jr.,DNP - Coach's Decision
2984,01/25/2023,PHI,Paul Reed,DNP - Coach's Decision
2985,01/25/2023,MEM,Kennedy Chandler,DNP - Coach's Decision
2986,01/25/2023,MEM,Jake LaRavia,DNP - Coach's Decision
2987,01/25/2023,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
2988,01/25/2023,MEM,Vince Williams Jr.,DNP - Coach's Decision
2989,01/25/2023,GSW,Patrick Baldwin Jr.,DNP - Coach's Decision
2990,01/25/2023,GSW,Moses Moody,DNP - Coach's Decision
2991,01/25/2023,GSW,Ryan Rollins,DNP - Coach's Decision
2992,01/25/2023,GSW,James Wiseman,DNP - Coach's Decision
2993,01/25/2023,DEN,Peyton Watson,DNP - Coach's Decision
2994,01/25/2023,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
2995,01/25/2023,MIL,George Hill,DNP - Coach's Decision
2996,01/25/2023,MIL,Sandro Mamukelashvili,DNP - Coach's Decision
2997,01/25/2023,MIN,Bryn Forbes,DNP - Coach's Decision
2998,01/25/2023,MIN,Luka Garza,DNP - Coach's Decision
2999,01/25/2023,MIN,Wendell Moore Jr.,DNP - Coach's Decision
3000,01/25/2023,NOP,Jaxson Hayes,DNP - Coach's Decision
3001,01/25/2023,NOP,Garrett Temple,DNP - Coach's Decision
3002,01/25/2023,SAS,Isaiah Roby,DNP - Coach's Decision
3003,01/25/2023,ATL,Trent Forrest,DNP - Coach's Decision
3004,01/25/2023,ATL,Justin Holiday,DNP - Coach's Decision
3005,01/25/2023,ATL,Frank Kaminsky,DNP - Coach's Decision
3006,01/25/2023,ATL,Vit Krejci,DNP - Coach's Decision
3007,01/25/2023,ATL,Tyrese Martin,DNP - Coach's Decision
3008,01/25/2023,OKC,Jaylin Williams,DNP - Coach's Decision
3009,01/26/2023,DAL,JaVale McGee,DNP - Coach's Decision
3010,01/26/2023,DAL,Theo Pinson,DNP - Coach's Decision
3011,01/26/2023,DAL,McKinley Wright IV,DNP - Coach's Decision
3012,01/26/2023,CHI,Tony Bradley,DNP - Coach's Decision
3013,01/26/2023,CHI,Andre Drummond,DNP - Coach's Decision
3014,01/26/2023,CHI,Carlik Jones,DNP - Coach's Decision
3015,01/26/2023,CHA,James Bouknight,DNP - Coach's Decision
3016,01/26/2023,CHA,Bryce McGowens,DNP - Coach's Decision
3017,01/26/2023,CHA,Nick Richards,DNP - Coach's Decision
3018,01/26/2023,DET,Kevin Knox II,DNP - Coach's Decision
3019,01/26/2023,DET,Rodney McGruder,DNP - Coach's Decision
3020,01/26/2023,DET,Nerlens Noel,DNP - Coach's Decision
3021,01/26/2023,BKN,David Duke Jr.,DNP - Coach's Decision
3022,01/26/2023,BKN,Kessler Edwards,DNP - Coach's Decision
3023,01/26/2023,NYK,Ryan Arcidiacono,DNP - Coach's Decision
3024,01/26/2023,NYK,Svi Mykhailiuk,DNP - Coach's Decision
3025,01/26/2023,NYK,Cam Reddish,DNP - Coach's Decision
3026,01/26/2023,NYK,Derrick Rose,DNP - Coach's Decision
3027,01/26/2023,BOS,Blake Griffin,DNP - Coach's Decision
3028,01/26/2023,BOS,Justin Jackson,DNP - Coach's Decision
3029,01/26/2023,CLE,Robin Lopez,DNP - Coach's Decision
3030,01/26/2023,HOU,Usman Garuba,DNP - Coach's Decision
3031,01/27/2023,ORL,Mo Bamba,DNP - Coach's Decision
3032,01/27/2023,ORL,Terrence Ross,DNP - Coach's Decision
3033,01/27/2023,MIA,Dewayne Dedmon,DNP - Coach's Decision
3034,01/27/2023,MIA,Udonis Haslem,DNP - Coach's Decision
3035,01/27/2023,TOR,Khem Birch,DNP - Coach's Decision
3036,01/27/2023,TOR,Jeff Dowtin Jr.,DNP - Coach's Decision
3037,01/27/2023,TOR,Malachi Flynn,DNP - Coach's Decision
3038,01/27/2023,TOR,Ron Harper Jr.,DNP - Coach's Decision
3039,01/27/2023,TOR,Christian Koloko,DNP - Coach's Decision
3040,01/27/2023,GSW,Andrew Wiggins,DNP - Injury/Illness - Non-covid; Illness
3041,01/27/2023,GSW,James Wiseman,DNP - Coach's Decision
3042,01/27/2023,CLE,Mamadi Diakite,DNP - Coach's Decision
3043,01/27/2023,CLE,Robin Lopez,DNP - Coach's Decision
3044,01/27/2023,MEM,Kennedy Chandler,DNP - Coach's Decision
3045,01/27/2023,MEM,Vince Williams Jr.,DNP - Coach's Decision
3046,01/27/2023,MIN,Bryn Forbes,DNP - Coach's Decision
3047,01/27/2023,MIN,Luka Garza,DNP - Coach's Decision
3048,01/27/2023,MIN,Josh Minott,DNP - Coach's Decision
3049,01/27/2023,MIN,Wendell Moore Jr.,DNP - Coach's Decision
3050,01/27/2023,MIL,Thanasis Antetokounmpo,DNP - Coach's Decision
3051,01/27/2023,MIL,MarJon Beauchamp,DNP - Coach's Decision
3052,01/27/2023,MIL,George Hill,DNP - Coach's Decision
3053,01/27/2023,MIL,Sandro Mamukelashvili,DNP - Coach's Decision
3054,01/27/2023,IND,Goga Bitadze,DNP - Coach's Decision
3055,01/27/2023,IND,Isaiah Jackson,DNP - Coach's Decision
3056,01/27/2023,IND,James Johnson,DNP - Coach's Decision
3057,01/27/2023,IND,Trevelin Queen,DNP - Coach's Decision
3058,01/28/2023,NYK,Ryan Arcidiacono,DNP - Coach's Decision
3059,01/28/2023,NYK,Evan Fournier,DNP - Coach's Decision
3060,01/28/2023,NYK,Svi Mykhailiuk,DNP - Coach's Decision
3061,01/28/2023,NYK,Cam Reddish,DNP - Coach's Decision
3062,01/28/2023,NYK,Derrick Rose,DNP - Coach's Decision
3063,01/28/2023,BKN,David Duke Jr.,DNP - Coach's Decision
3064,01/28/2023,BKN,Kessler Edwards,DNP - Coach's Decision
3065,01/28/2023,BKN,Markieff Morris,DNP - Coach's Decision
3066,01/28/2023,HOU,Boban Marjanovic,DNP - Coach's Decision
3067,01/28/2023,HOU,Alperen Sengun,DNP - Injury/Illness - Illness; Non-COVID
3068,01/28/2023,DET,Rodney McGruder,DNP - Coach's Decision
3069,01/28/2023,DET,Nerlens Noel,DNP - Coach's Decision
3070,01/28/2023,DAL,JaVale McGee,DNP - Coach's Decision
3071,01/28/2023,UTA,Nickeil Alexander-Walker,DNP - Coach's Decision
3072,01/28/2023,UTA,Udoka Azubuike,DNP - Coach's Decision
3073,01/28/2023,UTA,Leandro Bolmaro,DNP - Coach's Decision
3074,01/28/2023,UTA,Simone Fontecchio,DNP - Coach's Decision
3075,01/28/2023,UTA,Talen Horton-Tucker,DNP - Coach's Decision
3076,01/28/2023,DEN,Christian Braun,DNP - Coach's Decision
3077,01/28/2023,DEN,Vlatko Cancar,DNP - Coach's Decision
3078,01/28/2023,DEN,DeAndre Jordan,DNP - Coach's Decision
3079,01/28/2023,DEN,Davon Reed,DNP - Coach's Decision
3080,01/28/2023,DEN,Ish Smith,DNP - Coach's Decision
3081,01/28/2023,PHI,Danuel House Jr.,DNP - Coach's Decision
3082,01/28/2023,PHI,Furkan Korkmaz,DNP - Coach's Decision
3083,01/28/2023,PHI,Paul Reed,DNP - Coach's Decision
3084,01/28/2023,PHI,Jaden Springer,DNP - Coach's Decision
3085,01/28/2023,LAC,Brandon Boston Jr.,DNP - Coach's Decision
3086,01/28/2023,LAC,Amir Coffey,DNP - Coach's Decision
3087,01/28/2023,LAC,Jason Preston,DNP - Coach's Decision
3088,01/28/2023,ATL,Justin Holiday,DNP - Coach's Decision
3089,01/28/2023,ATL,Frank Kaminsky,DNP - Coach's Decision
3090,01/28/2023,ATL,Vit Krejci,DNP - Coach's Decision
3091,01/28/2023,ATL,Donovan Williams,DNP - Coach's Decision
3092,01/28/2023,CHI,Tony Bradley,DNP - Coach's Decision
3093,01/28/2023,CHI,Andre Drummond,DNP - Coach's Decision
3094,01/28/2023,CHI,Carlik Jones,DNP - Coach's Decision
3095,01/28/2023,CHI,Dalen Terry,DNP - Coach's Decision
3096,01/28/2023,ORL,Mo Bamba,DNP - Coach's Decision
3097,01/28/2023,ORL,Terrence Ross,DNP - Coach's Decision
3098,01/28/2023,PHX,Jock Landale,DNP - Coach's Decision
3099,01/28/2023,PHX,Ish Wainright,DNP - Coach's Decision
3100,01/28/2023,PHX,Duane Washington Jr.,DNP - Coach's Decision
3101,01/28/2023,SAS,Gorgui Dieng,DNP - Coach's Decision
3102,01/28/2023,SAS,Isaiah Roby,DNP - Coach's Decision
3103,01/28/2023,TOR,Khem Birch,DNP - Coach's Decision
3104,01/28/2023,POR,Josh Hart,DNP - Injury/Illness - Right Hamstring; Tightness
3105,01/28/2023,WAS,Will Barton,DNP - Coach's Decision
3106,01/28/2023,WAS,Vernon Carey Jr.,DNP - Coach's Decision
3107,01/28/2023,NOP,Jaxson Hayes,DNP - Coach's Decision
3108,01/28/2023,NOP,Kira Lewis Jr.,DNP - Coach's Decision
3109,01/28/2023,NOP,Garrett Temple,DNP - Coach's Decision
3110,01/28/2023,LAL,Max Christie,DNP - Coach's Decision
3111,01/28/2023,LAL,Wenyen Gabriel,DNP - Coach's Decision
3112,01/28/2023,LAL,Damian Jones,DNP - Coach's Decision
3113,01/28/2023,LAL,Juan Toscano-Anderson,DNP - Coach's Decision
3114,01/28/2023,BOS,Blake Griffin,DNP - Coach's Decision
3115,01/28/2023,BOS,Justin Jackson,DNP - Coach's Decision
3116,01/28/2023,SAC,Terence Davis,DNP - Coach's Decision
3117,01/28/2023,SAC,Matthew Dellavedova,DNP - Coach's Decision
3118,01/28/2023,SAC,PJ Dozier,DNP - Coach's Decision
3119,01/28/2023,SAC,Alex Len,DNP - Coach's Decision
3120,01/28/2023,MIN,Bryn Forbes,DNP - Coach's Decision
3121,01/28/2023,MIN,Josh Minott,DNP - Coach's Decision
3122,01/29/2023,LAC,Reggie Jackson,DNP - Injury/Illness - Right Achilles; Sore
3123,01/29/2023,MIA,Dewayne Dedmon,DNP - Coach's Decision
3124,01/29/2023,MIA,Udonis Haslem,DNP - Coach's Decision
3125,01/29/2023,MIA,Haywood Highsmith,DNP - Coach's Decision
3126,01/29/2023,CHA,James Bouknight,DNP - Coach's Decision
3127,01/29/2023,CHA,Kai Jones,DNP - Coach's Decision
3128,01/29/2023,CHA,Bryce McGowens,DNP - Coach's Decision
3129,01/29/2023,CHA,Nick Richards,DNP - Coach's Decision
3130,01/29/2023,IND,Goga Bitadze,DNP - Coach's Decision
3131,01/29/2023,IND,James Johnson,DNP - Coach's Decision
3132,01/29/2023,IND,Trevelin Queen,DNP - Coach's Decision
3133,01/29/2023,IND,Jalen Smith,DNP - Coach's Decision
3134,01/29/2023,IND,Terry Taylor,DNP - Coach's Decision
3135,01/29/2023,MEM,Kennedy Chandler,DNP - Coach's Decision
3136,01/29/2023,MEM,Kenneth Lofton Jr.,DNP - Coach's Decision
3137,01/29/2023,MEM,Vince Williams Jr.,DNP - Coach's Decision
3138,01/29/2023,NOP,Willy Hernangomez,DNP - Coach's Decision
3139,01/29/2023,NOP,Dereon Seabron,DNP - Coach's Decision
3140,01/29/2023,NOP,Garrett Temple,DNP - Coach's Decision
3141,01/29/2023,MIL,George Hill,DNP - Coach's Decision
3142,01/30/2023,ORL,R.J. Hampton,DNP - Coach's Decision
3143,01/30/2023,ORL,Caleb Houstan,DNP - Coach's Decision
3144,01/30/2023,ORL,Terrence Ross,DNP - Coach's Decision
3145,01/30/2023,PHI,Danuel House Jr.,DNP - Coach's Decision
3146,01/30/2023,PHI,Furkan Korkmaz,DNP - Coach's Decision
3147,01/30/2023,PHI,Jaden Springer,DNP - Coach's Decision
3148,01/30/2023,ATL,Justin Holiday,DNP - Coach's Decision
3149,01/30/2023,ATL,Jalen Johnson,DNP - Coach's Decision
3150,01/30/2023,ATL,Frank Kaminsky,DNP - Coach's Decision
3151,01/30/2023,ATL,Vit Krejci,DNP - Coach's Decision
3152,01/30/2023,POR,John Butler Jr.,DNP - Coach's Decision
3153,01/30/2023,POR,Keon Johnson,DNP - Coach's Decision
3154,01/30/2023,POR,Jabari Walker,DNP - Coach's Decision
3155,01/30/2023,POR,Trendon Watford,DNP - Coach's Decision
3156,01/30/2023,SAC,Deonte Burton,DNP - Coach's Decision
3157,01/30/2023,SAC,Matthew Dellavedova,DNP - Coach's Decision
3158,01/30/2023,SAC,Richaun Holmes,DNP - Coach's Decision
3159,01/30/2023,SAC,Alex Len,DNP - Coach's Decision
