,Date,Team,Name,Injury
4077,12/28/2022,BKN,Joe Harris,Injury/Illness - Left Knee; Soreness
4078,12/28/2022,BKN,Day'Ron Sharpe,G League - On Assignment
4079,12/28/2022,BKN,Alondes Williams,G League - Two-Way
4080,12/28/2022,LAL,Anthony Davis,Injury/Illness - Right Foot; Stress injury
4081,12/28/2022,LAL,Scotty Pippen Jr.,G League - Two-Way
4082,12/28/2022,LAL,Cole Swider,G League - Two-Way
4083,12/28/2022,MIA,Dewayne Dedmon,Injury/Illness - Left Foot; Plantar Fasciitis
4084,12/28/2022,MIA,Udonis Haslem,Injury/Illness - Right Achilles; Tendinosis
4085,12/28/2022,MIA,Kyle Lowry,Personal Reasons
4086,12/28/2022,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Surgery
4087,12/28/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
4088,12/28/2022,CHI,Alex Caruso,Injury/Illness - Right Acromioclavicular; Sprain; Concussion
4089,12/28/2022,CHI,Derrick Jones Jr.,Injury/Illness - Left Ankle; Sprain
4090,12/28/2022,CHI,Carlik Jones,G League - Two-Way
4091,12/28/2022,CHI,Marko Simonovic,G League - On Assignment
4092,12/28/2022,MIL,Jrue Holiday,Injury/Illness - Non-covid; Illness
4093,12/28/2022,MIL,Khris Middleton,Injury/Illness - Right Knee; Soreness
4094,12/28/2022,MIN,Kyle Anderson,Injury/Illness - Back; Spasms
4095,12/28/2022,MIN,Jordan McLaughlin,Injury/Illness - Left Calf; Strain
4096,12/28/2022,MIN,Taurean Prince,Injury/Illness - Right Shoulder; Subluxation
4097,12/28/2022,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
4098,12/28/2022,NOP,Brandon Ingram,Injury/Illness - Left Great Toe; Contusion
4099,12/28/2022,NOP,Herbert Jones,Health and Safety Protocols
4100,12/28/2022,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
4101,12/28/2022,DEN,Bruce Brown,Injury/Illness - Right Ankle; Sprain
4102,12/28/2022,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
4103,12/28/2022,DEN,Aaron Gordon,Injury/Illness - Right Shoulder; Strain
4104,12/28/2022,DEN,Jeff Green,Injury/Illness - Left Finger; Sprain/Hand Fracture
4105,12/28/2022,DEN,Jamal Murray,Injury/Illness - Left Knee; Injury Management
4106,12/28/2022,DEN,Peyton Watson,G League - On Assignment
4107,12/28/2022,SAC,Keon Ellis,G League - Two-Way
4108,12/28/2022,SAC,Chima Moneke,G League - On Assignment
4109,12/28/2022,GSW,Stephen Curry,Injury/Illness - Left Shoulder; Subluxation
4110,12/28/2022,GSW,JaMychal Green,Health and Safety Protocols
4111,12/28/2022,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
4112,12/28/2022,GSW,Klay Thompson,Injury/Illness - Right Achilles Tendon; Injury Management
4113,12/28/2022,GSW,Andrew Wiggins,Injury/Illness - Non-covid; Illness
4114,12/28/2022,UTA,Johnny Juzang,G League - Two-Way
4115,12/28/2022,UTA,Micah Potter,G League - Two-Way
4116,12/29/2022,CLE,Mamadi Diakite,G League - Two-Way
4117,12/29/2022,CLE,Robin Lopez,Injury/Illness - Illness; Illness
4118,12/29/2022,CLE,Isaiah Mobley,G League - Two-Way
4119,12/29/2022,CLE,Cedi Osman,Injury/Illness - Low Back; Soreness
4120,12/29/2022,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
4121,12/29/2022,CLE,Dean Wade,Injury/Illness - Left Shoulder; Sprain
4122,12/29/2022,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
4123,12/29/2022,IND,Kendall Brown,Injury/Illness - Right Tibia; Stress Reaction
4124,12/29/2022,IND,Trevelin Queen,G League - Two-Way
4125,12/29/2022,IND,Daniel Theis,Injury/Illness - Right Knee; Surgery
4126,12/29/2022,CHA,Cody Martin,Injury/Illness - Left Knee; Procedure
4127,12/29/2022,CHA,Nick Richards,Injury/Illness - Right Ankle; Sprain
4128,12/29/2022,CHA,Dennis Smith Jr.,Injury/Illness - Left Ankle; Sprain
4129,12/29/2022,OKC,Ousmane Dieng,"Injury/Illness - Right Wrist; Small, Non-displaced fracture"
4130,12/29/2022,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
4131,12/29/2022,OKC,Aleksej Pokusevski,Injury/Illness - Left Tibial Plateau; Non-displaced fracture
4132,12/29/2022,OKC,Jeremiah Robinson-Earl,Injury/Illness - Right Ankle; Sprain
4133,12/29/2022,OKC,Lindy Waters III,G League - Two-Way
4134,12/29/2022,BOS,Malcolm Brogdon,Injury/Illness - Illness; Non-Covid
4135,12/29/2022,BOS,JD Davison,G League - Two-Way
4136,12/29/2022,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
4137,12/29/2022,BOS,Blake Griffin,Injury/Illness - Illness; Non-Covid
4138,12/29/2022,BOS,Mfiondu Kabengele,G League - Two-Way
4139,12/29/2022,LAC,Brandon Boston Jr.,G League - On Assignment
4140,12/29/2022,LAC,Moussa Diabate,G League - Two-Way
4141,12/29/2022,LAC,Jason Preston,G League - On Assignment
4142,12/29/2022,MEM,Kennedy Chandler,Injury/Illness - Nasal; Fracture / Face Mask
4143,12/29/2022,MEM,Danny Green,Injury/Illness - Left Knee; Surgery Recovery
4144,12/29/2022,MEM,Jake LaRavia,G League - On Assignment
4145,12/29/2022,MEM,Kenneth Lofton Jr.,G League - Two-Way
4146,12/29/2022,MEM,David Roddy,G League - On Assignment
4147,12/29/2022,MEM,Vince Williams Jr.,G League - Two-Way
4148,12/29/2022,TOR,Precious Achiuwa,Injury/Illness - Right Ankle; Sprain
4149,12/29/2022,TOR,Dalano Banton,G League - On Assignment
4150,12/29/2022,TOR,Ron Harper Jr.,G League - Two-Way
4151,12/29/2022,TOR,Otto Porter Jr.,Injury/Illness - Left Foot; Second toe; dislocation
4152,12/29/2022,TOR,Fred VanVleet,Injury/Illness - Back; Stiffness; lower
4153,12/29/2022,NYK,RJ Barrett,Injury/Illness - Right Index Finger; Lacerated
4154,12/29/2022,NYK,Jalen Brunson,Injury/Illness - Right Hip; Sore
4155,12/29/2022,NYK,DaQuan Jeffries,G League - Two-Way
4156,12/29/2022,NYK,Trevor Keels,G League - Two-Way
4157,12/29/2022,NYK,Obi Toppin,Injury/Illness - Right Fibula Head; Non displaced fracture
4158,12/29/2022,SAS,Dominick Barlow,G League - Two-Way
4159,12/29/2022,SAS,Charles Bassey,G League - Two-Way
4160,12/29/2022,SAS,Devin Vassell,Injury/Illness - Left Knee; Soreness
4161,12/29/2022,SAS,Blake Wesley,G League - On Assignment
4162,12/29/2022,DAL,Reggie Bullock,Injury/Illness - Illness; Non-Covid
4163,12/29/2022,DAL,Dorian Finney-Smith,Injury/Illness - Right Adductor; Strain
4164,12/29/2022,DAL,Josh Green,Injury/Illness - Right Elbow; Sprain
4165,12/29/2022,DAL,Maxi Kleber,Injury/Illness - Right Hamstring; Tear
4166,12/29/2022,HOU,Darius Days,G League - Two-Way
4167,12/29/2022,HOU,Trevor Hudgins,G League - Two-Way
4168,12/29/2022,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Soreness
4169,12/30/2022,ORL,Cole Anthony,League Suspension
4170,12/30/2022,ORL,Mo Bamba,League Suspension
4171,12/30/2022,ORL,Wendell Carter Jr.,League Suspension
4172,12/30/2022,ORL,R.J. Hampton,League Suspension
4173,12/30/2022,ORL,Gary Harris,League Suspension
4174,12/30/2022,ORL,Jonathan Isaac,Injury/Illness - Left Knee; Injury recovery
4175,12/30/2022,ORL,Chuma Okeke,Injury/Illness - Left Knee; Surgery
4176,12/30/2022,ORL,Jalen Suggs,Injury/Illness - Right Ankle; Soreness
4177,12/30/2022,ORL,Moritz Wagner,League Suspension
4178,12/30/2022,WAS,Bradley Beal,Injury/Illness - Left Hamstring; Left hamstring soreness
4179,12/30/2022,WAS,Vernon Carey Jr.,G League - On Assignment
4180,12/30/2022,WAS,Johnny Davis,G League - On Assignment
4181,12/30/2022,WAS,Devon Dotson,G League - Two-Way
4182,12/30/2022,WAS,Taj Gibson,Injury/Illness - Left Groin; Left groin soreness
4183,12/30/2022,WAS,Isaiah Todd,G League - On Assignment
4184,12/30/2022,ATL,Clint Capela,Injury/Illness - Right Calf; Strain
4185,12/30/2022,ATL,Jarrett Culver,G League - Two-Way
4186,12/30/2022,ATL,De'Andre Hunter,Injury/Illness - Left Ankle; Sprain
4187,12/30/2022,ATL,Vit Krejci,G League - On Assignment
4188,12/30/2022,ATL,Tyrese Martin,G League - On Assignment
4189,12/30/2022,LAL,Max Christie,G League - On Assignment
4190,12/30/2022,LAL,Anthony Davis,Injury/Illness - Right Foot; Stress injury
4191,12/30/2022,LAL,Scotty Pippen Jr.,G League - Two-Way
4192,12/30/2022,LAL,Cole Swider,G League - Two-Way
4193,12/30/2022,LAL,Lonnie Walker IV,Injury/Illness - Tailbone; Contusion
4194,12/30/2022,PHX,Devin Booker,Injury/Illness - Left Groin; Strain
4195,12/30/2022,PHX,Jae Crowder,Not With Team
4196,12/30/2022,PHX,Cameron Johnson,Injury/Illness - Right Meniscus; Tear
4197,12/30/2022,PHX,Cameron Payne,Injury/Illness - Right Foot; Strain
4198,12/30/2022,PHX,Landry Shamet,Injury/Illness - Right Achilles; Soreness
4199,12/30/2022,TOR,Precious Achiuwa,Injury/Illness - Right Ankle; Sprain
4200,12/30/2022,TOR,Dalano Banton,G League - On Assignment
4201,12/30/2022,TOR,Justin Champagnie,Not With Team
4202,12/30/2022,TOR,Ron Harper Jr.,G League - Two-Way
4203,12/30/2022,TOR,Otto Porter Jr.,Injury/Illness - Left Foot; Second toe; dislocation
4204,12/30/2022,TOR,Fred VanVleet,Injury/Illness - Back; Lower; stiffness
4205,12/30/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
4206,12/30/2022,CHI,Derrick Jones Jr.,Injury/Illness - Left Ankle; Sprain
4207,12/30/2022,CHI,Carlik Jones,G League - Two-Way
4208,12/30/2022,CHI,Marko Simonovic,G League - On Assignment
4209,12/30/2022,DET,Buddy Boeheim,G League - Two-Way
4210,12/30/2022,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress Fracture
4211,12/30/2022,DET,Hamidou Diallo,League Suspension
4212,12/30/2022,DET,Killian Hayes,League Suspension
4213,12/30/2022,DET,Isaiah Livers,Injury/Illness - Right Shoulder; Sprain
4214,12/30/2022,DET,Jared Rhoden,G League - Two-Way
4215,12/30/2022,MIL,George Hill,Injury/Illness - Non-covid; Illness
4216,12/30/2022,MIL,Jrue Holiday,Injury/Illness - Non-covid; Illness
4217,12/30/2022,MIL,Khris Middleton,Injury/Illness - Right Knee; Soreness
4218,12/30/2022,MIN,Rudy Gobert,Injury/Illness - N/A; Illness
4219,12/30/2022,MIN,Jordan McLaughlin,Injury/Illness - Left Calf; Strain
4220,12/30/2022,MIN,Taurean Prince,Injury/Illness - Right Shoulder; Subluxation
4221,12/30/2022,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
4222,12/30/2022,NOP,Brandon Ingram,Injury/Illness - Left Great Toe; Contusion
4223,12/30/2022,NOP,Herbert Jones,Return to Competition Reconditioning
4224,12/30/2022,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
4225,12/30/2022,NOP,Larry Nance Jr.,Injury/Illness - Neck; Spasm
4226,12/30/2022,NOP,Dereon Seabron,G League - Two-Way
4227,12/30/2022,PHI,Julian Champagnie,G League - Two-Way
4228,12/30/2022,PHI,Louis King,G League - Two-Way
4229,12/30/2022,PHI,Jaden Springer,G League - On Assignment
4230,12/30/2022,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
4231,12/30/2022,DEN,Jeff Green,Injury/Illness - Left Finger; Sprain/Hand Fracture
4232,12/30/2022,DEN,Peyton Watson,G League - On Assignment
4233,12/30/2022,MIA,Dewayne Dedmon,Health and Safety Protocols
4234,12/30/2022,MIA,Udonis Haslem,Injury/Illness - Right Achilles; Tendinosis
4235,12/30/2022,MIA,Nikola Jovic,G League - On Assignment
4236,12/30/2022,MIA,Caleb Martin,Injury/Illness - Left Quadriceps; Strain
4237,12/30/2022,MIA,Victor Oladipo,Injury/Illness - Left Knee; Injury Management
4238,12/30/2022,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Surgery
4239,12/30/2022,GSW,Stephen Curry,Injury/Illness - Left Shoulder; Subluxation
4240,12/30/2022,GSW,JaMychal Green,Injury/Illness - Right Lower Leg; Infection
4241,12/30/2022,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
4242,12/30/2022,GSW,Andrew Wiggins,Injury/Illness - Non-covid; Illness
4243,12/30/2022,GSW,James Wiseman,Injury/Illness - Left Ankle; Sprain
4244,12/30/2022,POR,Greg Brown III,Injury/Illness - Illness; Non-Covid
4245,12/30/2022,POR,Keon Johnson,Injury/Illness - Illness; Non-Covid
4246,12/30/2022,POR,Nassir Little,Injury/Illness - Right Femoral Head Impaction; Fracture
4247,12/30/2022,POR,Jusuf Nurkic,Injury/Illness - Illness; Non-Covid
4248,12/30/2022,POR,Gary Payton II,Return to Competition Reconditioning
4249,12/30/2022,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
4250,12/30/2022,SAC,Keon Ellis,G League - Two-Way
4251,12/30/2022,SAC,Chima Moneke,G League - On Assignment
4252,12/30/2022,UTA,Johnny Juzang,G League - Two-Way
4253,12/30/2022,UTA,Micah Potter,G League - Two-Way
4254,12/31/2022,IND,Kendall Brown,Injury/Illness - Right Tibia; Stress Reaction
4255,12/31/2022,IND,Trevelin Queen,G League - Two-Way
4256,12/31/2022,IND,Daniel Theis,Injury/Illness - Right Knee; Surgery
4257,12/31/2022,LAC,Nicolas Batum,Injury/Illness - Left Ankle; Sprain
4258,12/31/2022,LAC,Brandon Boston Jr.,G League - On Assignment
4259,12/31/2022,LAC,Moussa Diabate,G League - Two-Way
4260,12/31/2022,LAC,Jason Preston,G League - On Assignment
4261,12/31/2022,BKN,David Duke Jr.,G League - Two-Way
4262,12/31/2022,BKN,Kessler Edwards,G League - On Assignment
4263,12/31/2022,BKN,Joe Harris,Injury/Illness - Left Knee; Soreness
4264,12/31/2022,BKN,Alondes Williams,G League - Two-Way
4265,12/31/2022,CHA,Cody Martin,Injury/Illness - Left Knee; Procedure
4266,12/31/2022,CHA,Kelly Oubre Jr.,Injury/Illness - Left Hand; Sprain
4267,12/31/2022,CHA,Dennis Smith Jr.,Injury/Illness - Left Ankle; Sprain
4268,12/31/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
4269,12/31/2022,CHI,Goran Dragic,Rest
4270,12/31/2022,CHI,Derrick Jones Jr.,Injury/Illness - Left Ankle; Sprain
4271,12/31/2022,CHI,Carlik Jones,G League - Two-Way
4272,12/31/2022,CHI,Marko Simonovic,G League - On Assignment
4273,12/31/2022,CLE,Darius Garland,Injury/Illness - Right Thumb; Sprain
4274,12/31/2022,CLE,Evan Mobley,Injury/Illness - Right Ankle; Soreness
4275,12/31/2022,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
4276,12/31/2022,CLE,Dean Wade,Injury/Illness - Left Shoulder; Sprain
4277,12/31/2022,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
4278,12/31/2022,DAL,Dorian Finney-Smith,Injury/Illness - Right Adductor; Strain
4279,12/31/2022,DAL,Josh Green,Injury/Illness - Right Elbow; Sprain
4280,12/31/2022,DAL,Maxi Kleber,Injury/Illness - Right Hamstring; Tear
4281,12/31/2022,DAL,JaVale McGee,Injury/Illness - Illness; Non-COVID
4282,12/31/2022,SAS,Dominick Barlow,G League - Two-Way
4283,12/31/2022,SAS,Charles Bassey,G League - Two-Way
4284,12/31/2022,SAS,Keita Bates-Diop,"Injury/Illness - "" ""; Non-Covid Illness"
4285,12/31/2022,SAS,Devin Vassell,Injury/Illness - Left Knee; Soreness
4286,12/31/2022,SAS,Blake Wesley,G League - On Assignment
4287,12/31/2022,HOU,Darius Days,G League - Two-Way
4288,12/31/2022,HOU,Trevor Hudgins,G League - Two-Way
4289,12/31/2022,HOU,Alperen Sengun,Injury/Illness - Low Back; Pain
4290,12/31/2022,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Soreness
4291,12/31/2022,NYK,RJ Barrett,Injury/Illness - Right Index Finger; Lacerated
4292,12/31/2022,NYK,Jalen Brunson,Injury/Illness - Right Hip; Sore
4293,12/31/2022,NYK,DaQuan Jeffries,G League - Two-Way
4294,12/31/2022,NYK,Trevor Keels,G League - Two-Way
4295,12/31/2022,NYK,Obi Toppin,Injury/Illness - Right Fibula Head; Non displaced fracture
4296,12/31/2022,DET,Buddy Boeheim,G League - Two-Way
4297,12/31/2022,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress fracture
4298,12/31/2022,DET,Killian Hayes,League Suspension
4299,12/31/2022,DET,Kevin Knox II,Injury/Illness - Right Knee; Contusion
4300,12/31/2022,DET,Isaiah Livers,Injury/Illness - Right Shoulder; Sprain
4301,12/31/2022,DET,Jared Rhoden,G League - Two-Way
4302,12/31/2022,MIN,Jordan McLaughlin,Injury/Illness - Left Calf; Strain
4303,12/31/2022,MIN,Taurean Prince,Injury/Illness - Right Shoulder; Subluxation
4304,12/31/2022,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
4305,12/31/2022,MEM,Santi Aldama,Injury/Illness - Left Ankle; Soreness
4306,12/31/2022,MEM,Danny Green,Injury/Illness - Left Knee; Surgery Recovery
4307,12/31/2022,MEM,Kenneth Lofton Jr.,G League - Two-Way
4308,12/31/2022,MEM,Vince Williams Jr.,G League - Two-Way
4309,12/31/2022,NOP,Brandon Ingram,Injury/Illness - Left Great Toe; Contusion
4310,12/31/2022,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
4311,12/31/2022,NOP,Larry Nance Jr.,Injury/Illness - Neck; Spasm
4312,12/31/2022,NOP,Dereon Seabron,G League - Two-Way
4313,12/31/2022,OKC,Ousmane Dieng,"Injury/Illness - Right Wrist; Small, non-displaced fracture"
4314,12/31/2022,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
4315,12/31/2022,OKC,Aleksej Pokusevski,Injury/Illness - Left Tibial Plateau; Non-displaced fracture
4316,12/31/2022,OKC,Jeremiah Robinson-Earl,Injury/Illness - Right Ankle; Sprain
4317,12/31/2022,PHI,Julian Champagnie,G League - Two-Way
4318,12/31/2022,PHI,James Harden,Injury/Illness - Right Foot; Tendon Strain; Injury Management
4319,12/31/2022,PHI,Louis King,G League - Two-Way
4320,12/31/2022,PHI,Tyrese Maxey,Injury/Illness - Left Foot; Fracture; Injury Management
4321,12/31/2022,PHI,P.J. Tucker,Injury/Illness - Left Knee; Injury Management
4322,12/31/2022,MIA,Jimmy Butler,Injury/Illness - Right Knee; Injury Management
4323,12/31/2022,MIA,Dewayne Dedmon,Health and Safety Protocols
4324,12/31/2022,MIA,Udonis Haslem,Injury/Illness - Left Achilles; Tendinosis
4325,12/31/2022,MIA,Nikola Jovic,G League - On Assignment
4326,12/31/2022,MIA,Caleb Martin,Injury/Illness - Left quadriceps; Strain
4327,12/31/2022,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Surgery
4328,12/31/2022,UTA,Johnny Juzang,G League - Two-Way
4329,12/31/2022,UTA,Micah Potter,G League - Two-Way
4330,01/01/2023,BOS,JD Davison,G League - Two-Way
4331,01/01/2023,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
4332,01/01/2023,BOS,Mfiondu Kabengele,G League - Two-Way
4333,01/01/2023,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
4334,01/01/2023,DEN,Jeff Green,Injury/Illness - Left Finger; Sprain/Hand Fracture
4335,01/01/2023,DEN,Jamal Murray,Injury/Illness - Left Knee; Injury Management
4336,01/01/2023,DEN,Peyton Watson,G League - On Assignment
4337,01/01/2023,MEM,Santi Aldama,Injury/Illness - Left Ankle; Soreness
4338,01/01/2023,MEM,Desmond Bane,Injury/Illness - Right Big Toe; RTN from Injury Management
4339,01/01/2023,MEM,Brandon Clarke,Injury/Illness - Left Hip; Soreness
4340,01/01/2023,MEM,Danny Green,Injury/Illness - Left Knee; Surgery Recovery
4341,01/01/2023,MEM,Ziaire Williams,Injury/Illness - Right Knee; Soreness
4342,01/01/2023,SAC,Keon Ellis,G League - Two-Way
4343,01/01/2023,SAC,Chima Moneke,G League - On Assignment
4344,01/01/2023,MIL,Giannis Antetokounmpo,Injury/Illness - Left Knee; Soreness
4345,01/01/2023,MIL,George Hill,Injury/Illness - Non-covid; Illness
4346,01/01/2023,MIL,Jrue Holiday,Injury/Illness - Non-covid; Illness
4347,01/01/2023,MIL,Khris Middleton,Injury/Illness - Right Knee; Soreness
4348,01/01/2023,WAS,Bradley Beal,Injury/Illness - Left Hamstring; Left hamstring soreness
4349,01/01/2023,WAS,Devon Dotson,G League - Two-Way
4350,01/01/2023,WAS,Taj Gibson,Injury/Illness - Left Groin; Left groin soreness
4351,01/01/2023,WAS,Isaiah Todd,G League - On Assignment
4352,01/02/2023,NYK,RJ Barrett,Injury/Illness - Right Index Finger; Lacerated
4353,01/02/2023,NYK,DaQuan Jeffries,G League - Two-Way
4354,01/02/2023,NYK,Trevor Keels,G League - Two-Way
4355,01/02/2023,NYK,Derrick Rose,Injury/Illness - Left knee; Contused
4356,01/02/2023,NYK,Obi Toppin,Injury/Illness - Right Fibula Head; Non displaced fracture
4357,01/02/2023,PHX,Devin Booker,Injury/Illness - Left Groin; Strain
4358,01/02/2023,PHX,Jae Crowder,Not With Team
4359,01/02/2023,PHX,Cameron Johnson,Injury/Illness - Right Meniscus; Tear
4360,01/02/2023,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
4361,01/02/2023,CHI,Tony Bradley,Personal Reasons
4362,01/02/2023,CHI,Javonte Green,Injury/Illness - Right Knee; Soreness
4363,01/02/2023,CHI,Carlik Jones,G League - Two-Way
4364,01/02/2023,CHI,Marko Simonovic,G League - On Assignment
4365,01/02/2023,CLE,Mamadi Diakite,G League - Two-Way
4366,01/02/2023,CLE,Darius Garland,Injury/Illness - Right Thumb; Sprain
4367,01/02/2023,CLE,Evan Mobley,Injury/Illness - Right Ankle; Soreness
4368,01/02/2023,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
4369,01/02/2023,CLE,Dean Wade,Injury/Illness - Left Shoulder; Sprain
4370,01/02/2023,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
4371,01/02/2023,CHA,Cody Martin,Injury/Illness - Left Knee; Procedure
4372,01/02/2023,CHA,Kelly Oubre Jr.,Injury/Illness - Left Hand; Sprain
4373,01/02/2023,LAL,Anthony Davis,Injury/Illness - Right Foot; Stress injury
4374,01/02/2023,LAL,Scotty Pippen Jr.,G League - Two-Way
4375,01/02/2023,LAL,Cole Swider,G League - Two-Way
4376,01/02/2023,LAL,Lonnie Walker IV,Injury/Illness - Tailbone; Contusion
4377,01/02/2023,NOP,Brandon Ingram,Injury/Illness - Left Great Toe; Contusion
4378,01/02/2023,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
4379,01/02/2023,NOP,Larry Nance Jr.,Injury/Illness - Neck; Spasm
4380,01/02/2023,NOP,Dereon Seabron,G League - Two-Way
4381,01/02/2023,PHI,Julian Champagnie,G League - Two-Way
4382,01/02/2023,PHI,Louis King,G League - Two-Way
4383,01/02/2023,IND,Kendall Brown,Injury/Illness - Right Tibia; Stress Reaction
4384,01/02/2023,IND,Trevelin Queen,G League - Two-Way
4385,01/02/2023,IND,Daniel Theis,Injury/Illness - Right Knee; Surgery
4386,01/02/2023,TOR,Dalano Banton,G League - On Assignment
4387,01/02/2023,TOR,Ron Harper Jr.,G League - Two-Way
4388,01/02/2023,TOR,Otto Porter Jr.,Injury/Illness - Left Foot; Second toe; dislocation
4389,01/02/2023,BKN,David Duke Jr.,G League - Two-Way
4390,01/02/2023,BKN,Kessler Edwards,G League - On Assignment
4391,01/02/2023,BKN,Markieff Morris,Injury/Illness - N/a; Non-Covid Illness
4392,01/02/2023,BKN,Royce O'Neale,Injury/Illness - N/a; Non-Covid Illness
4393,01/02/2023,BKN,Alondes Williams,G League - Two-Way
4394,01/02/2023,SAS,Dominick Barlow,G League - Two-Way
4395,01/02/2023,SAS,Charles Bassey,G League - Two-Way
4396,01/02/2023,SAS,Keita Bates-Diop,Injury/Illness - “”; Non-Covid Illness
4397,01/02/2023,SAS,Blake Wesley,G League - On Assignment
4398,01/02/2023,DAL,Dorian Finney-Smith,Injury/Illness - Right Adductor; Strain
4399,01/02/2023,DAL,Josh Green,Injury/Illness - Right Elbow; Sprain
4400,01/02/2023,DAL,Maxi Kleber,Injury/Illness - Right Hamstring; Tear
4401,01/02/2023,DAL,JaVale McGee,Injury/Illness - Illness; Non-Covid
4402,01/02/2023,HOU,Darius Days,G League - Two-Way
4403,01/02/2023,HOU,Trevor Hudgins,G League - Two-Way
4404,01/02/2023,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Soreness
4405,01/02/2023,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
4406,01/02/2023,DEN,Jeff Green,Injury/Illness - Left Finger; Sprain/Hand Fracture
4407,01/02/2023,DEN,Peyton Watson,G League - On Assignment
4408,01/02/2023,MIN,Jordan McLaughlin,Injury/Illness - Left Calf; Strain
4409,01/02/2023,MIN,Taurean Prince,Injury/Illness - Right Shoulder; Subluxation
4410,01/02/2023,MIN,Naz Reid,Injury/Illness - Back; Spasms
4411,01/02/2023,MIN,D'Angelo Russell,Injury/Illness - N/A; Illness
4412,01/02/2023,MIN,Karl-Anthony Towns,Injury/Illness - Right Calf; Strain
4413,01/02/2023,ATL,Clint Capela,Injury/Illness - Right Calf; Strain
4414,01/02/2023,ATL,Jarrett Culver,G League - Two-Way
4415,01/02/2023,ATL,Tyrese Martin,G League - On Assignment
4416,01/02/2023,GSW,Stephen Curry,Injury/Illness - Left Shoulder; Subluxation
4417,01/02/2023,GSW,JaMychal Green,Injury/Illness - Right Lower Leg; Infection
4418,01/02/2023,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
4419,01/02/2023,GSW,Jonathan Kuminga,Injury/Illness - Right Foot; Sprain
4420,01/02/2023,GSW,Andrew Wiggins,Injury/Illness - Non-covid; Illness
4421,01/02/2023,GSW,James Wiseman,Injury/Illness - Left Ankle; Sprain
4422,01/02/2023,DET,Buddy Boeheim,G League - Two-Way
4423,01/02/2023,DET,Cade Cunningham,Injury/Illness - Left Tibia; Stress Fracture
4424,01/02/2023,DET,Killian Hayes,League Suspension
4425,01/02/2023,DET,Isaiah Livers,Injury/Illness - Right Shoulder; Sprain
4426,01/02/2023,DET,Jared Rhoden,G League - Two-Way
4427,01/02/2023,POR,Nassir Little,Injury/Illness - Right Femoral Head Impaction; Fracture
4428,01/02/2023,POR,Justise Winslow,Injury/Illness - Left Ankle; Sprain
4429,01/02/2023,LAC,Brandon Boston Jr.,G League - On Assignment
4430,01/02/2023,LAC,Moussa Diabate,G League - Two-Way
4431,01/02/2023,LAC,Kawhi Leonard,Injury/Illness - Illness; Non-Covid
4432,01/02/2023,LAC,Jason Preston,G League - On Assignment
4433,01/02/2023,MIA,Dewayne Dedmon,Health and Safety Protocols
4434,01/02/2023,MIA,Udonis Haslem,Injury/Illness - Right Achilles; Tendinosis
4435,01/02/2023,MIA,Nikola Jovic,Injury/Illness - lower; Back Spasms
4436,01/02/2023,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Surgery
4437,01/03/2023,BOS,JD Davison,G League - Two-Way
